Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Costume theme (product.metafields.shopify.costume-theme),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
one-piece-blue-bzoo,,,,,,,,,xs,,,,,,,,W369D25DS576A-2,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818975/brownbutter_products/W369D25DS576A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
one-piece-blue-bzoo,,,,,,,,,l,,,,,,,,W369D25DS576A-3,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818977/brownbutter_products/W369D25DS576A_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
one-piece-blue-bzoo,,,,,,,,,xl,,,,,,,,W369D25DS576A-4,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-blue-bzoo,,,,,,,,,m,,,,,,,,W369D25DS576A-5,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-yellow-kgn0,One Piece - Yellow,<p>Premium quality one piece - yellow</p>,BrownButter,Apparel & Accessories > Clothing > One-Pieces,One-Pieces,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25DS176-1,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818978/brownbutter_products/W369Y25DS176_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
one-piece-yellow-kgn0,,,,,,,,,xs,,,,,,,,W369Y25DS176-2,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818979/brownbutter_products/W369Y25DS176_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
one-piece-yellow-kgn0,,,,,,,,,l,,,,,,,,W369Y25DS176-3,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818980/brownbutter_products/W369Y25DS176_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
one-piece-yellow-kgn0,,,,,,,,,xl,,,,,,,,W369Y25DS176-4,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-yellow-kgn0,,,,,,,,,m,,,,,,,,W369Y25DS176-5,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-black-8ezs,One Piece - Black,<p>Stylish one piece - black for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > One-Pieces,One-Pieces,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25DS507-1,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818982/brownbutter_products/W369Y25DS507_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
one-piece-black-8ezs,,,,,,,,,xs,,,,,,,,W369Y25DS507-2,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818983/brownbutter_products/W369Y25DS507_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
one-piece-black-8ezs,,,,,,,,,l,,,,,,,,W369Y25DS507-3,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818984/brownbutter_products/W369Y25DS507_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
one-piece-black-8ezs,,,,,,,,,xl,,,,,,,,W369Y25DS507-4,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-black-8ezs,,,,,,,,,m,,,,,,,,W369Y25DS507-5,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-brown-aagj,One Piece - Brown,<p>Must-have one piece - brown</p>,BrownButter,Apparel & Accessories > Clothing > One-Pieces,One-Pieces,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25DS563-1,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818985/brownbutter_products/W369Y25DS563_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
one-piece-brown-aagj,,,,,,,,,xs,,,,,,,,W369Y25DS563-2,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818986/brownbutter_products/W369Y25DS563_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
one-piece-brown-aagj,,,,,,,,,l,,,,,,,,W369Y25DS563-3,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818987/brownbutter_products/W369Y25DS563_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
one-piece-brown-aagj,,,,,,,,,xl,,,,,,,,W369Y25DS563-4,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-brown-aagj,,,,,,,,,m,,,,,,,,W369Y25DS563-5,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-baby-pink-f2ji,Blouses - Baby Pink,<p>Must-have blouses - baby pink</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25TP095-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659802/brownbutter_products/W369Y25TP095_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-baby-pink-f2ji,,,,,,,,,xs,,,,,,,,W369Y25TP095-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659803/brownbutter_products/W369Y25TP095_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-baby-pink-f2ji,,,,,,,,,l,,,,,,,,W369Y25TP095-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-baby-pink-f2ji,,,,,,,,,xl,,,,,,,,W369Y25TP095-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-baby-pink-f2ji,,,,,,,,,m,,,,,,,,W369Y25TP095-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-hvxo,Blouses - Green,<p>Must-have blouses - green</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25TP150-1,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659804/brownbutter_products/W369Y25TP150_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-green-hvxo,,,,,,,,,xs,,,,,,,,W369Y25TP150-2,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659805/brownbutter_products/W369Y25TP150_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-green-hvxo,,,,,,,,,l,,,,,,,,W369Y25TP150-3,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-hvxo,,,,,,,,,xl,,,,,,,,W369Y25TP150-4,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-hvxo,,,,,,,,,m,,,,,,,,W369Y25TP150-5,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-f3fi,Blouses - Black,<p>Premium quality blouses - black</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W369Y25TP424-1,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659806/brownbutter_products/W369Y25TP424_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-black-f3fi,,,,,,,,,xs,,,,,,,,W369Y25TP424-2,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659807/brownbutter_products/W369Y25TP424_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-black-f3fi,,,,,,,,,l,,,,,,,,W369Y25TP424-3,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-f3fi,,,,,,,,,xl,,,,,,,,W369Y25TP424-4,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-f3fi,,,,,,,,,m,,,,,,,,W369Y25TP424-5,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dresses-maroon-agqk,Dresses - Maroon,<p>Trending dresses - maroon collection</p>,BrownButter,Apparel & Accessories > Clothing > Dresses,Dresses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W39216152B-1,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775818998/brownbutter_products/W39216152B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
dresses-maroon-agqk,,,,,,,,,xs,,,,,,,,W39216152B-2,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775819001/brownbutter_products/W39216152B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
dresses-maroon-agqk,,,,,,,,,l,,,,,,,,W39216152B-3,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775819002/brownbutter_products/W39216152B_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
dresses-maroon-agqk,,,,,,,,,xl,,,,,,,,W39216152B-4,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dresses-maroon-agqk,,,,,,,,,m,,,,,,,,W39216152B-5,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-yellow-arak,Blouses - Yellow,<p>Trending blouses - yellow collection</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W39216331-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659808/brownbutter_products/W39216331_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-yellow-arak,,,,,,,,,xs,,,,,,,,W39216331-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659809/brownbutter_products/W39216331_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-yellow-arak,,,,,,,,,l,,,,,,,,W39216331-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-yellow-arak,,,,,,,,,xl,,,,,,,,W39216331-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-yellow-arak,,,,,,,,,m,,,,,,,,W39216331-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-white-a62d,Blouses - White,<p>Stylish blouses - white for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W39216522-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659810/brownbutter_products/W39216522_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-white-a62d,,,,,,,,,xs,,,,,,,,W39216522-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659811/brownbutter_products/W39216522_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-white-a62d,,,,,,,,,l,,,,,,,,W39216522-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-white-a62d,,,,,,,,,xl,,,,,,,,W39216522-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-white-a62d,,,,,,,,,m,,,,,,,,W39216522-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-irxc,Skirts - Black,<p>Comfortable and fashionable skirts - black</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF051-1,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908770/brownbutter_products/W393BF051_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-black-irxc,,,,,,,,,xs,,,,,,,,W393BF051-2,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908771/brownbutter_products/W393BF051_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-black-irxc,,,,,,,,,l,,,,,,,,W393BF051-3,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-irxc,,,,,,,,,xl,,,,,,,,W393BF051-4,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-irxc,,,,,,,,,m,,,,,,,,W393BF051-5,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-j0bl,Shorts - Black,<p>Stylish shorts - black for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Shorts,Shorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF1065A-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908772/brownbutter_products/W393BF1065A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
shorts-black-j0bl,,,,,,,,,xs,,,,,,,,W393BF1065A-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908773/brownbutter_products/W393BF1065A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
shorts-black-j0bl,,,,,,,,,l,,,,,,,,W393BF1065A-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-j0bl,,,,,,,,,xl,,,,,,,,W393BF1065A-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-j0bl,,,,,,,,,m,,,,,,,,W393BF1065A-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-white-cim3,Shorts - White,<p>Comfortable and fashionable shorts - white</p>,BrownButter,Apparel & Accessories > Clothing > Shorts,Shorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF1065B-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908775/brownbutter_products/W393BF1065B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
shorts-white-cim3,,,,,,,,,xs,,,,,,,,W393BF1065B-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908776/brownbutter_products/W393BF1065B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
shorts-white-cim3,,,,,,,,,l,,,,,,,,W393BF1065B-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-white-cim3,,,,,,,,,xl,,,,,,,,W393BF1065B-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-white-cim3,,,,,,,,,m,,,,,,,,W393BF1065B-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-45hs,Shorts - Black,<p>Must-have shorts - black</p>,BrownButter,Apparel & Accessories > Clothing > Shorts,Shorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF4019A-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908777/brownbutter_products/W393BF4019A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
shorts-black-45hs,,,,,,,,,xs,,,,,,,,W393BF4019A-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908778/brownbutter_products/W393BF4019A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
shorts-black-45hs,,,,,,,,,l,,,,,,,,W393BF4019A-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-45hs,,,,,,,,,xl,,,,,,,,W393BF4019A-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-45hs,,,,,,,,,m,,,,,,,,W393BF4019A-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-black-pl5j,Skorts - Black,<p>Stylish skorts - black for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Skorts,Skorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF404A-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908779/brownbutter_products/W393BF404A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skorts-black-pl5j,,,,,,,,,xs,,,,,,,,W393BF404A-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908781/brownbutter_products/W393BF404A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skorts-black-pl5j,,,,,,,,,l,,,,,,,,W393BF404A-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-black-pl5j,,,,,,,,,xl,,,,,,,,W393BF404A-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-black-pl5j,,,,,,,,,m,,,,,,,,W393BF404A-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-grey-dctg,Skorts - Grey,<p>Trending skorts - grey collection</p>,BrownButter,Apparel & Accessories > Clothing > Skorts,Skorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF4214B-1,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908782/brownbutter_products/W393BF4214B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skorts-grey-dctg,,,,,,,,,xs,,,,,,,,W393BF4214B-2,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908783/brownbutter_products/W393BF4214B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skorts-grey-dctg,,,,,,,,,l,,,,,,,,W393BF4214B-3,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-grey-dctg,,,,,,,,,xl,,,,,,,,W393BF4214B-4,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-grey-dctg,,,,,,,,,m,,,,,,,,W393BF4214B-5,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-npxo,Skirts - Dark Grey,<p>Stylish skirts - dark grey for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393BF4530B-1,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908784/brownbutter_products/W393BF4530B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-dark-grey-npxo,,,,,,,,,xs,,,,,,,,W393BF4530B-2,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908785/brownbutter_products/W393BF4530B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-npxo,,,,,,,,,l,,,,,,,,W393BF4530B-3,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-npxo,,,,,,,,,xl,,,,,,,,W393BF4530B-4,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-npxo,,,,,,,,,m,,,,,,,,W393BF4530B-5,0,shopify,5,deny,manual,1300,1690,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-pink-60us,Shorts - Pink,<p>Trending shorts - pink collection</p>,BrownButter,Apparel & Accessories > Clothing > Shorts,Shorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393MYD12B-1,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908786/brownbutter_products/W393MYD12B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
shorts-pink-60us,,,,,,,,,xs,,,,,,,,W393MYD12B-2,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908787/brownbutter_products/W393MYD12B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
shorts-pink-60us,,,,,,,,,l,,,,,,,,W393MYD12B-3,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-pink-60us,,,,,,,,,xl,,,,,,,,W393MYD12B-4,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-pink-60us,,,,,,,,,m,,,,,,,,W393MYD12B-5,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-mpg6,Shorts - Black,<p>Premium quality shorts - black</p>,BrownButter,Apparel & Accessories > Clothing > Shorts,Shorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393MYD12C-1,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908788/brownbutter_products/W393MYD12C_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
shorts-black-mpg6,,,,,,,,,xs,,,,,,,,W393MYD12C-2,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908789/brownbutter_products/W393MYD12C_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
shorts-black-mpg6,,,,,,,,,l,,,,,,,,W393MYD12C-3,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
